country,state,city,station,pollutant_id,pollutant_avg,KMeans,Agglo,DBSCAN,Anomaly
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",NH3,5.0,2,1,-1,1
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",PM2.5,31.0,0,3,-1,1
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",NO2,19.0,0,3,-1,1
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",NH3,3.0,2,1,-1,1
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",OZONE,16.0,2,1,-1,1
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",PM10,39.0,0,3,-1,1
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",PM2.5,76.0,3,4,-1,1
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",PM10,62.0,4,2,-1,1
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",PM2.5,26.0,0,3,-1,1
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",OZONE,6.0,2,1,-1,1
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",NO2,14.0,2,1,-1,1
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",PM2.5,67.0,0,3,-1,1
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",NO2,11.0,2,1,-1,1
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",OZONE,15.0,2,1,-1,1
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",CO,10.0,2,1,-1,1
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",CO,22.0,2,1,-1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",PM10,176.0,1,0,-1,1
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",OZONE,22.0,0,3,-1,1
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",PM10,117.0,4,2,-1,1
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",OZONE,34.0,2,1,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",PM2.5,71.0,0,2,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",PM10,74.0,0,2,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",NO2,56.0,0,3,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",SO2,10.0,2,1,-1,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",PM10,142.0,4,2,-1,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",NH3,6.0,2,1,-1,1
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",SO2,21.0,2,1,-1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",NO2,22.0,2,1,-1,1
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",OZONE,16.0,2,1,-1,1
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",OZONE,17.0,2,1,-1,1
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",PM2.5,63.0,0,3,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",NO2,49.029335912314636,0,3,-1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",OZONE,14.0,2,3,-1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",PM2.5,51.0,0,3,-1,1
India,Assam,Silchar,"Tarapur, Silchar - PCBA",CO,18.0,2,1,-1,1
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",OZONE,9.0,0,3,-1,1
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",SO2,18.0,2,1,-1,1
India,Assam,Guwahati,"IITG, Guwahati - PCBA",CO,10.0,2,1,-1,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",PM2.5,73.0,4,4,-1,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",NO2,21.0,2,1,-1,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",CO,77.0,0,3,-1,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",OZONE,12.0,2,3,-1,1
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",NH3,10.0,2,1,-1,1
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",NH3,3.0,2,1,-1,1
India,Bihar,Munger,"Town Hall, Munger - BSPCB",SO2,21.0,2,1,-1,1
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",PM2.5,49.029335912314636,0,3,0,1
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",PM10,49.029335912314636,0,3,0,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",NO2,26.0,2,1,-1,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",PM2.5,120.0,4,2,-1,1
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",PM10,98.0,4,2,-1,1
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",SO2,49.029335912314636,0,3,1,1
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",PM10,129.0,3,2,-1,1
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",PM2.5,99.0,4,4,-1,1
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",NO2,21.0,0,3,-1,1
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",SO2,78.0,4,2,-1,1
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",PM10,162.0,3,0,-1,1
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",NO2,49.029335912314636,0,3,1,1
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",CO,67.0,0,3,-1,1
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",NO2,10.0,2,1,-1,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",OZONE,8.0,2,1,-1,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",PM10,103.0,4,2,-1,1
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",NH3,3.0,2,1,-1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",PM2.5,49.029335912314636,0,3,2,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",PM10,49.029335912314636,0,3,2,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",NO2,49.029335912314636,0,3,2,1
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",PM2.5,136.0,3,0,-1,1
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",CO,73.0,0,3,-1,1
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",NO2,9.0,2,1,-1,1
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",PM2.5,97.0,3,4,-1,1
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",SO2,17.0,2,1,-1,1
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",SO2,6.0,2,1,-1,1
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",CO,97.0,4,2,-1,1
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",OZONE,10.0,2,3,-1,1
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",PM10,224.0,1,0,-1,-1
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",NO2,30.0,2,1,-1,1
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",CO,36.0,0,3,-1,1
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",SO2,18.0,2,1,-1,1
India,Bihar,Patna,"Muradpur, Patna - BSPCB",PM2.5,249.0,1,0,-1,-1
India,Bihar,Patna,"Muradpur, Patna - BSPCB",NO2,36.0,0,3,-1,1
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",PM10,78.0,4,2,-1,1
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",OZONE,11.0,2,1,-1,1
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",NO2,49.029335912314636,0,3,-1,1
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",SO2,38.0,0,3,-1,1
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",SO2,14.0,2,1,-1,1
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",PM2.5,141.0,3,0,-1,1
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",PM2.5,49.029335912314636,0,3,3,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",PM2.5,95.0,4,2,-1,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",NH3,2.0,2,1,-1,1
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",OZONE,8.0,2,1,-1,1
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",PM2.5,201.0,1,0,-1,1
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",NO2,56.0,0,3,-1,1
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",NH3,1.0,2,1,-1,1
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",SO2,19.0,2,1,-1,1
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",SO2,8.0,2,1,-1,1
India,Delhi,Delhi,"Alipur, Delhi - DPCC",PM10,193.0,3,0,-1,1
India,Delhi,Delhi,"Alipur, Delhi - DPCC",SO2,16.0,2,1,-1,1
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",OZONE,6.0,2,3,-1,1
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",PM10,89.0,4,2,-1,1
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",CO,51.0,0,3,-1,1
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",OZONE,11.0,0,3,-1,1
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",PM2.5,56.0,4,4,-1,1
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",OZONE,13.0,2,1,-1,1
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",OZONE,7.0,2,1,-1,1
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",PM10,49.029335912314636,0,3,-1,1
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",NH3,28.0,2,1,-1,1
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",NH3,3.0,2,1,-1,1
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",CO,77.0,0,2,-1,1
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",OZONE,13.0,3,4,-1,1
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",PM2.5,119.0,3,4,-1,1
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",CO,75.0,0,3,-1,1
India,Delhi,Delhi,"Bawana, Delhi - DPCC",PM2.5,260.0,1,0,-1,-1
India,Delhi,Delhi,"Bawana, Delhi - DPCC",SO2,22.0,0,3,-1,1
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",OZONE,9.0,2,1,-1,1
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",OZONE,38.0,0,3,-1,1
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",PM2.5,193.0,3,0,-1,1
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",PM10,152.0,4,2,-1,1
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",PM2.5,177.0,1,0,-1,1
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",NO2,141.0,4,2,-1,1
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",NO2,58.0,0,3,-1,1
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",CO,101.0,4,2,-1,1
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",OZONE,11.0,0,3,-1,1
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",PM2.5,206.0,1,0,-1,1
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",NO2,69.0,0,3,-1,1
India,Delhi,Delhi,"Mundka, Delhi - DPCC",CO,62.0,0,3,-1,1
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",NH3,11.0,2,1,-1,1
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",NH3,11.0,2,1,-1,1
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",OZONE,13.0,0,4,-1,1
India,Delhi,Delhi,"Narela, Delhi - DPCC",CO,52.0,0,3,-1,1
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",OZONE,16.0,3,4,-1,1
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",PM2.5,211.0,1,0,-1,1
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",PM10,201.0,1,0,-1,1
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",SO2,24.0,2,1,-1,1
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",NO2,86.0,4,2,-1,1
India,Delhi,Delhi,"ITO, Delhi - CPCB",OZONE,9.0,0,3,-1,1
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",NO2,74.0,0,3,-1,1
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",NH3,11.0,2,1,-1,1
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",PM2.5,130.0,3,0,-1,1
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",NH3,10.0,2,1,-1,1
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",PM10,150.0,3,0,-1,1
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",SO2,44.0,0,3,-1,1
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",CO,43.0,0,3,-1,1
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",NO2,46.0,0,3,-1,1
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",CO,77.0,0,3,-1,1
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",PM10,49.029335912314636,0,3,-1,1
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",PM2.5,83.0,4,2,-1,1
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",NH3,7.0,2,1,-1,1
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",PM10,183.0,3,0,-1,1
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",PM2.5,271.0,1,0,-1,1
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",PM10,263.0,1,0,-1,-1
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",NH3,16.0,2,1,-1,1
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",OZONE,21.0,3,4,-1,1
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",SO2,29.0,0,3,-1,1
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",OZONE,21.0,0,3,-1,1
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",NO2,71.0,4,2,-1,1
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",NO2,53.0,0,3,-1,1
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",NH3,6.0,2,1,-1,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",PM10,73.0,0,3,-1,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",NO2,50.0,0,3,-1,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",NH3,5.0,2,1,-1,1
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",OZONE,36.0,2,1,-1,1
India,Delhi,Delhi,"Rohini, Delhi - DPCC",PM2.5,271.0,1,0,-1,-1
India,Delhi,Delhi,"Rohini, Delhi - DPCC",NO2,63.0,0,2,-1,1
India,Delhi,Delhi,"Rohini, Delhi - DPCC",NH3,13.0,2,1,-1,1
India,Delhi,Delhi,"Rohini, Delhi - DPCC",SO2,26.0,0,1,-1,1
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",PM10,173.0,3,0,-1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",PM10,65.0,0,3,-1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",NH3,3.0,2,1,-1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",SO2,5.0,2,1,-1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",CO,55.0,0,3,-1,1
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",NO2,30.0,2,1,-1,1
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",PM2.5,47.0,0,3,-1,1
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",NH3,5.0,2,1,-1,1
India,Delhi,Delhi,"Pusa, Delhi - IMD",NO2,48.0,0,3,-1,1
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",PM2.5,227.0,1,0,-1,1
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",PM10,182.0,3,0,-1,1
India,Delhi,Delhi,"Pusa, Delhi - DPCC",PM10,149.0,3,0,-1,1
India,Delhi,Delhi,"Pusa, Delhi - DPCC",NO2,83.0,4,2,-1,1
India,Delhi,Delhi,"Pusa, Delhi - DPCC",OZONE,2.0,2,1,-1,1
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",NO2,19.0,2,1,-1,1
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",OZONE,31.0,0,3,-1,1
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",PM10,117.0,4,2,-1,1
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",NO2,18.0,2,1,-1,1
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",CO,52.0,0,3,-1,1
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",PM10,176.0,1,0,-1,1
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",SO2,20.0,2,1,-1,1
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",CO,21.0,2,1,-1,1
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",OZONE,1.0,2,1,-1,1
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",PM10,117.0,4,2,-1,1
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",OZONE,175.0,1,0,-1,1
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NO2,31.0,2,1,-1,1
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",NH3,6.0,2,1,-1,1
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",OZONE,25.0,0,3,-1,1
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",CO,42.0,0,3,-1,1
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",OZONE,49.029335912314636,0,3,4,1
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",NH3,3.0,2,1,-1,1
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",NO2,125.0,4,2,-1,1
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",CO,18.0,2,1,-1,1
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",PM10,65.0,0,2,-1,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",OZONE,22.0,2,1,-1,1
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",CO,27.0,2,1,-1,1
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",PM2.5,64.0,0,3,-1,1
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",CO,41.0,0,3,-1,1
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",NH3,2.0,2,1,-1,1
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",PM10,39.0,2,1,-1,1
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",OZONE,23.0,2,1,-1,1
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",PM2.5,38.0,2,1,-1,1
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",PM10,143.0,1,0,-1,1
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",NO2,12.0,2,1,-1,1
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",NO2,35.0,2,1,-1,1
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",PM10,35.0,0,3,-1,1
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",NO2,29.0,0,3,-1,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",SO2,15.0,2,1,-1,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",OZONE,19.0,2,1,-1,1
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",PM2.5,34.0,0,3,-1,1
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",OZONE,91.0,3,0,-1,1
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",PM10,49.029335912314636,0,3,-1,1
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",NH3,7.0,2,1,-1,1
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",OZONE,38.0,0,3,-1,1
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",NO2,13.0,2,1,-1,1
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",CO,64.0,0,3,-1,1
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",PM2.5,49.029335912314636,0,3,5,1
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",PM2.5,53.0,0,3,-1,1
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",NH3,4.0,2,1,-1,1
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB",OZONE,2.0,2,1,-1,1
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",SO2,52.0,0,3,-1,1
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",NO2,11.0,2,1,-1,1
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",PM2.5,32.0,0,3,-1,1
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",OZONE,31.0,2,1,-1,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",NO2,11.0,2,1,-1,1
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",PM10,49.029335912314636,0,3,6,1
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",PM2.5,40.0,0,3,-1,1
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",NH3,49.029335912314636,0,3,6,1
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",OZONE,49.029335912314636,0,3,7,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",NO2,8.0,2,1,-1,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",OZONE,4.0,2,1,-1,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",PM2.5,36.0,2,3,-1,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",PM10,43.0,0,3,-1,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",NH3,2.0,2,1,-1,1
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",SO2,11.0,2,1,-1,1
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",NH3,49.029335912314636,0,3,-1,1
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",PM10,43.0,0,3,-1,1
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",NO2,7.0,2,1,-1,1
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",OZONE,8.0,0,3,-1,1
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",NO2,23.0,2,1,-1,1
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",PM10,149.0,3,0,-1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",NO2,9.0,2,1,-1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",SO2,2.0,2,1,-1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",PM2.5,51.0,0,3,-1,1
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",PM10,71.0,0,3,-1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",PM10,45.0,0,3,-1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",NO2,11.0,2,1,-1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",NH3,2.0,2,1,-1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",SO2,11.0,2,1,-1,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",PM2.5,45.0,0,3,-1,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",NO2,16.0,2,1,-1,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",SO2,4.0,2,1,-1,1
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",PM2.5,53.0,0,3,-1,1
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",NO2,30.0,2,1,-1,1
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",OZONE,19.0,2,1,-1,1
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",OZONE,19.0,2,1,-1,1
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",CO,18.0,2,1,-1,1
